,/amdcpu/0/load/2,/amdcpu/0/load/3,/amdcpu/0/load/4,/amdcpu/0/load/5,/amdcpu/0/load/6,/amdcpu/0/load/7,/amdcpu/0/load/8,/amdcpu/0/load/9,/amdcpu/0/load/10,/amdcpu/0/load/11,/amdcpu/0/load/12,/amdcpu/0/load/13,/amdcpu/0/load/0,/amdcpu/0/load/1,/amdcpu/0/power/0,/amdcpu/0/clock/1,/amdcpu/0/clock/2,/amdcpu/0/clock/3,/amdcpu/0/clock/4,/amdcpu/0/factor/0,/amdcpu/0/power/1,/amdcpu/0/voltage/2,/amdcpu/0/clock/5,/amdcpu/0/clock/6,/amdcpu/0/factor/1,/amdcpu/0/power/2,/amdcpu/0/voltage/3,/amdcpu/0/clock/7,/amdcpu/0/clock/8,/amdcpu/0/factor/2,/amdcpu/0/power/3,/amdcpu/0/voltage/4,/amdcpu/0/clock/9,/amdcpu/0/clock/10,/amdcpu/0/factor/3,/amdcpu/0/power/4,/amdcpu/0/voltage/5,/amdcpu/0/clock/11,/amdcpu/0/clock/12,/amdcpu/0/factor/4,/amdcpu/0/power/5,/amdcpu/0/voltage/6,/amdcpu/0/clock/13,/amdcpu/0/clock/14,/amdcpu/0/factor/5,/amdcpu/0/power/6,/amdcpu/0/voltage/7,/amdcpu/0/temperature/2,/amdcpu/0/voltage/0,/amdcpu/0/voltage/1,/amdcpu/0/clock/0
09/08/2026 11:34:06,34.92,23.81,28.57,19.05,26.98,30.16,39.68,39.68,33.33,39.68,42.86,42.86,33.47,42.86,18.7085056,3645,1064,4017,913.5,40.25,2.29681373,1.3375,4017,738,40.25,1.941989,1.3375,4017,824,40.25,2.00337458,1.3375,1785,1244.5,17.88889,3.19775963,1.3375,4017,1062,40.25,2.81313062,1.3375,4017,1605,40.25,4.125222,1.3375,83.75,1.55,1.55,99.80918
09/08/2026 11:34:08,10.94,14.06,25,17.19,12.5,21.88,26.56,25,15.62,29.69,39.06,42.19,23.31,42.19,18.7989635,2513,1022,3992,610,40,1.55161572,1.33125,1774,1017,17.7777786,2.65476274,1.33125,1774,781.5,17.7777786,2.11583781,1.33125,1774,1031.5,17.7777786,2.59929419,1.33125,1774,1026.5,17.7777786,2.84323263,1.33125,3992,1668.5,40,4.439155,1.325,83.625,1.55,1.55,99.8092
09/08/2026 11:34:10,22.22,19.05,41.27,44.44,19.05,7.94,31.75,19.05,28.57,28.57,30.16,30.16,26.85,44.44,19.712431,3658,1117,4017,838,40.25,2.140719,1.35625,4042,1668,40.5,4.10597658,1.34375,4042,529,40.5,1.43965578,1.34375,4042,1101,40.5,2.85242367,1.34375,1785,1247.5,17.88889,3.160605,1.3625,4017,1317.5,40.25,3.46660566,1.3625,84,1.55,1.55,99.80917
09/08/2026 11:34:12,16.92,1.54,12.31,20,20,18.46,41.54,38.46,20,29.23,43.08,36.92,24.87,43.08,18.3027172,3212,1006,1752,348.5,17.5555553,0.9210767,1.3,1752,580.5,17.5555553,1.5168997,1.3,3942,702,39.5,1.86330473,1.3,3942,1609.5,39.5,3.8278234,1.3,3942,1199.5,39.5,3.02342033,1.3,3942,1597.5,39.5,4.17720175,1.3,84.375,1.55,1.55,99.80913
09/08/2026 11:34:14,17.19,1.56,12.5,9.38,23.44,28.12,60.94,65.62,25,28.12,10.94,9.38,24.35,65.62,17.75883,3793,1013,3793,438,38,1.13356435,1.225,3793,522.5,38,1.3338294,1.225,3793,1117.5,38,2.90585232,1.225,3793,2464.5,38,5.736752,1.225,3793,989.5,38,2.37267733,1.225,3793,544,38,1.53855848,1.225,84.625,1.55,1.55,99.80921
09/08/2026 11:34:16,15.87,15.87,25.4,25.4,20.63,20.63,36.51,14.29,28.57,30.16,44.44,9.52,23.94,44.44,19.7402744,2506,1032,1752,679,17.5555553,1.64139354,1.29375,1752,1048,17.5555553,2.57573724,1.29375,3992,826,40,1.90406179,1.31875,3992,1079.5,40,3.0734818,1.31875,1774,1280,17.7777786,3.58446836,1.31875,1774,1279,17.7777786,4.924888,1.31875,84.125,1.55,1.55,99.8091354
09/08/2026 11:34:18,42.19,43.75,43.75,43.75,50,26.56,64.06,26.56,56.25,28.12,40.62,28.12,41.15,64.06,24.1151352,3914,1665,3918,1600.5,39.25,3.58843446,1.28125,3918,1793.5,39.25,3.82154274,1.28125,3918,1538.5,39.25,3.35390186,1.28125,3918,1919,39.25,4.650639,1.28125,3918,1641.5,39.25,3.78897119,1.28125,3893,1497.5,39,3.59241724,1.28125,84.5,1.55,1.55,99.80914
09/08/2026 11:34:20,14.06,6.25,12.5,10.94,21.88,6.25,43.75,37.5,14.06,20.31,26.56,18.75,19.4,43.75,16.5822964,3005,878,1397,536,14,1.3608402,1.21875,1663,545.5,16.666666,1.35165131,1.2125,3743,497,37.5,1.29537868,1.2125,3743,1778,37.5,4.40016842,1.2125,3743,1005.5,37.5,2.40758657,1.2125,3743,908.5,37.5,2.32002616,1.2125,84.375,1.55,1.55,99.8091354
09/08/2026 11:34:22,17.19,12.5,23.44,21.88,39.06,37.5,62.5,54.69,18.75,26.56,35.94,18.75,30.73,62.5,19.782671,3604,1211,3918,582.5,39.25,1.27981853,1.30625,1959,905.5,19.625,2.01486564,1.30625,3918,1514.5,39.25,3.370173,1.30625,3918,2240,39.25,5.17539549,1.30625,3918,981.5,39.25,2.43902874,1.29375,3992,1041.5,40,2.79082537,1.33125,84.625,1.55,1.55,99.80919
09/08/2026 11:34:24,15.38,3.08,23.08,32.31,13.85,6.15,50.77,44.62,12.31,24.62,23.08,15.38,22.05,50.77,17.1261253,3273,916,4017,401,40.25,1.03600943,1.34375,4017,1071.5,40.25,2.64332962,1.34375,4017,520,40.25,1.29920638,1.34375,4017,1856.5,40.25,4.302775,1.34375,1785,871,17.88889,2.26203966,1.34375,1785,776.5,17.88889,2.04786754,1.34375,84.625,1.55,1.55,99.80923
09/08/2026 11:34:26,27.69,12.31,38.46,40,16.92,13.85,44.62,40,32.31,20,44.62,33.85,30.38,44.62,21.0295315,3338,1300,3718,942.5,37.25,2.26826453,1.23125,1641,1691,16.4444447,3.80965233,1.20625,3668,724.5,36.75,1.64613676,1.2,3668,1735,36.75,3.93473363,1.2,3668,1088.5,36.75,2.67512918,1.2,3668,1618,36.75,3.836039,1.2,84.625,1.55,1.55,99.809166
09/08/2026 11:34:28,20,9.23,27.69,20,20,29.23,55.38,43.08,23.08,26.15,49.23,33.85,29.74,55.38,19.601511,2343,1197,1630,559.5,16.333334,1.25414729,1.1875,3668,924,36.75,1.98072147,1.1875,1630,1186,16.333334,2.617684,1.1875,1834,1756.5,18.375,3.987212,1.1875,3668,1049,36.75,2.47185373,1.1875,1630,1708,16.333334,3.90753675,1.1875,84.875,1.55,1.55,99.80914
09/08/2026 11:34:30,28.79,21.21,39.39,51.52,56.06,62.12,51.52,48.48,24.24,7.58,40.91,21.21,37.75,62.12,21.4721127,3622,1523,3992,935.5,40,1.90472925,1.33125,1774,2087.5,17.7777786,4.04094839,1.33125,3992,2275,40,3.84363985,1.33125,3992,2025,40,4.490819,1.33125,3992,703,40,1.77152085,1.33125,3992,1110,40,2.59798741,1.33125,84.75,1.55,1.55,99.8092041
09/08/2026 11:34:32,23.44,7.81,35.94,34.38,48.44,48.44,54.69,61.54,20.31,10.94,20.31,24.62,32.57,61.54,20.63771,3212,1364,1752,590.5,17.5555553,1.255313,1.3,3942,1399.5,39.5,2.89244318,1.3,3942,1996,39.5,3.85224462,1.3,3942,2515,39.5,5.26910925,1.3,1752,708,17.5555553,1.57811713,1.3,3942,972,39.5,2.4287343,1.3,84.75,1.55,1.55,99.80917
09/08/2026 11:34:34,35.38,21.54,52.31,50,43.08,39.06,67.69,61.54,40,33.85,36.92,38.46,43.32,67.69,19.9610481,3253,1504,1774,941.5,17.7777786,1.81428683,1.33125,1774,1775,17.7777786,3.06176519,1.33125,3992,1596.5,40,2.858143,1.33125,3992,2394.5,40,4.885878,1.33125,3992,1083,40,2.11181331,1.3375,3992,1231,40,2.677342,1.3375,85,1.55,1.55,99.80917
09/08/2026 11:34:36,14.06,7.69,28.12,10.94,12.31,10.77,17.19,17.91,10.94,14.06,29.69,23.44,16.43,29.69,13.8242178,2901,656,1785,375,17.88889,0.9006978,1.3625,1785,666,17.88889,1.75799441,1.3625,4017,481,40.25,1.18412721,1.3625,1785,824.5,17.88889,2.063208,1.3625,4017,543.5,40.25,1.28692758,1.3625,4017,1049,40.25,2.59499,1.3625,84.375,1.55,1.55,99.80916
09/08/2026 11:34:38,10.77,3.08,13.85,53.12,13.85,4.62,18.46,4.62,15.38,33.85,33.85,60,22.12,60,15.5398445,2830,698,1741,263,17.4444447,0.7721295,1.26875,1741,998.5,17.4444447,2.63362241,1.26875,3918,186.5,39.25,0.442753822,1.26875,1741,226,17.4444447,0.6828889,1.26875,3918,822.5,39.25,2.561862,1.26875,3918,1692.5,39.25,5.2443676,1.26875,84.25,1.55,1.55,99.8092041
09/08/2026 11:34:40,14.06,0,1.56,1.56,7.81,6.25,60.94,87.5,20.31,14.06,3.12,12.5,19.14,87.5,14.1007071,3992,787,3992,351.5,40,1.2068733,1.35625,3992,147.5,40,0.378272355,1.35625,3992,239.5,40,0.6015429,1.35625,3992,2933,40,6.42488766,1.35625,3992,590,40,1.58878064,1.35625,3992,461,40,1.2174114,1.35625,84.875,1.55,1.55,99.80919
09/08/2026 11:34:42,1.56,7.81,17.19,3.12,6.25,0,87.5,76.56,12.5,3.12,7.81,9.38,19.4,87.5,13.81401,2797,772,1624,231,17.11111,0.7410361,1.24375,1708,458.5,17.11111,1.35803914,1.24375,1919,101,19.25,0.208519027,1.25625,3843,3235.5,38.5,7.363925,1.25625,3843,231.5,38.5,0.5355262,1.25625,3843,372.5,38.5,1.04364908,1.25625,85.125,1.55,1.55,99.80915
09/08/2026 11:34:44,15.62,18.75,42.19,15.87,28.12,4.69,54.69,54.69,20.31,20.31,37.5,26.56,28.28,54.69,16.8131485,2703,1027,1235,588.5,12.375,1.43075073,1.2875,1235,1029,12.375,2.521586,1.2875,3992,512.5,40,1.34757864,1.3125,3992,2062,40,4.101614,1.3125,1774,787,17.7777786,2.05816936,1.3125,3992,1185.5,40,2.78937745,1.3125,85,1.55,1.55,99.80922
09/08/2026 11:34:46,12.5,6.25,9.38,4.69,12.5,6.25,12.5,20.31,21.88,25,43.75,93.75,22.4,93.75,15.32092,2920,791,4042,323.5,40.5,0.9322439,1.35625,1797,197,18,0.522274256,1.35625,1797,263.5,18,0.6983994,1.35625,1797,348,18,0.9809126,1.35,4042,878.5,40.5,2.64035153,1.35,4042,2737,40.5,7.1176877,1.35,84.875,1.55,1.55,99.80921
09/08/2026 11:34:48,26.56,9.23,32.81,27.69,17.19,10.77,34.38,25,29.69,25,42.19,50,27.54,50,14.1454744,4042,686,4042,251,40.5,0.610011,1.35,4042,886,40.5,2.106497,1.35,4042,186,40.5,0.42100057,1.35,4042,754,40.5,1.91414762,1.35,4042,782,40.5,1.95935011,1.35,4042,1259.5,40.5,3.00672674,1.35,84.125,1.55,1.55,99.80919
09/08/2026 11:34:50,10.94,3.12,21.88,21.88,17.19,18.75,12.5,9.38,7.81,7.81,59.38,54.69,20.44,59.38,15.1337595,3290,776,1797,264,18,0.631913662,1.35625,4042,760,40.5,1.73353243,1.35625,4017,649.5,40.25,1.56065011,1.35625,1797,474.5,18,1.19557273,1.35625,4042,296.5,40.5,0.6632266,1.35625,4042,2210.5,40.5,5.43592024,1.35625,83.625,1.55,1.55,99.80914
09/08/2026 11:34:52,9.38,6.25,12.5,20.31,7.81,0,9.38,1.56,3.12,3.12,35.94,51.56,13.41,51.56,13.7165728,2915,609,1797,183,18,0.454481333,1.34375,1797,832.5,18,2.24692178,1.34375,4042,238.5,40.5,0.5681968,1.34375,4017,354.5,40.25,1.00717425,1.34375,4042,178.5,40.5,0.407137573,1.35,1797,1867.5,18,5.179499,1.35,83.625,1.55,1.55,99.80923
09/08/2026 11:34:54,4.69,3.12,20.31,10.61,15.62,22.73,37.5,29.69,21.88,6.25,17.19,20.31,17.49,37.5,14.0511179,2518,626,1774,163.5,17.7777786,0.43365407,1.3375,1774,503,17.7777786,1.353895,1.3375,3992,746,40,2.03107882,1.3375,1774,1229.5,17.7777786,3.41624141,1.3375,1774,541.5,17.7777786,1.46535707,1.3375,4017,573,40.25,1.47010314,1.3375,83,1.55,1.55,99.80919
09/08/2026 11:34:56,9.23,6.15,7.69,3.17,12.31,9.23,55.38,46.15,4.62,4.69,18.46,20,16.42,55.38,13.7332735,2336,620,1395,169,14,0.451313674,1.36875,1345,158,14,0.395438761,1.36875,1397,434.5,14,1.19493175,1.36875,4042,1970,40.5,5.290622,1.36875,1797,172,18,0.374917835,1.36875,4042,814,40.5,2.29196358,1.36875,83.375,1.55,1.55,99.80912
09/08/2026 11:34:58,9.52,9.52,22.22,12.5,12.7,6.35,28.57,19.05,26.98,23.81,22.22,23.81,18.11,28.57,13.848031,3294,661,4042,238,40.5,0.597422063,1.30625,4042,635.5,40.5,1.603012,1.30625,1797,325,18,0.8194906,1.30625,4042,977,40.5,2.633588,1.30625,1797,842.5,18,2.12810254,1.30625,4042,948.5,40.5,2.369946,1.30625,83.125,1.55,1.55,99.8092041
09/08/2026 11:35:00,12.31,7.69,13.85,3.08,18.46,17.91,38.46,44.62,12.31,15.38,21.54,23.08,19.06,44.62,13.7483206,2388,651,1235,325,12.375,0.828403652,1.35625,1235,321.5,12.375,0.8269754,1.35625,1976,546.5,19.8,1.38847744,1.35625,1797,1543,18,3.80969048,1.35625,4042,459.5,40.5,1.08223891,1.36875,4042,713,40.5,1.90818822,1.36875,83,1.55,1.55,99.8092
09/08/2026 11:35:02,15.62,10.94,18.75,10.94,3.12,12.5,25,14.06,9.38,7.81,42.19,9.38,14.97,42.19,13.3648415,2388,617,1235,433.5,12.375,1.16047883,1.34375,1235,483.5,12.375,1.24773586,1.34375,1976,420,19.8,1.02940989,1.34375,1797,740,18,2.04015255,1.34375,4042,376,40.5,0.928037763,1.34375,4042,1247.5,40.5,3.370902,1.34375,82.625,1.55,1.55,99.80922
09/08/2026 11:35:04,23.81,20.63,21.88,14.06,18.75,26.56,20.63,21.88,22.22,25,9.52,11.11,19.67,26.56,13.3647671,2996,611,1976,554.5,19.8,1.40399444,1.35625,1976,444,19.8,1.15007436,1.35625,1976,757,19.8,2.01238132,1.35625,4017,774.5,40.25,2.18278956,1.35625,4017,809,40.25,2.222424,1.35625,4017,324.5,40.25,0.9087255,1.35625,82.375,1.55,1.55,99.80922
09/08/2026 11:35:06,7.69,9.23,20,6.15,7.69,27.69,20,15.38,18.46,23.08,15.38,15.38,15.51,27.69,13.4294786,2452,623,1235,211.5,12.375,0.5341137,1.35,4042,515.5,40.5,1.30255723,1.35625,1797,763.5,18,1.98035192,1.35625,1797,736.5,18,2.02582574,1.35625,4042,830.5,40.5,2.19305825,1.36875,1797,682.5,18,1.85075116,1.36875,82,1.55,1.55,99.80915
09/08/2026 11:35:08,18.46,10.77,12.31,30.77,23.08,32.31,33.85,20,20,13.85,30.77,32.31,23.21,33.85,17.5364666,2853,903,1752,458.5,17.5555553,1.1294663,1.30625,3942,948,39.5,2.51757836,1.30625,3942,1151,39.5,2.93678737,1.30625,1752,965.5,17.5555553,2.734416,1.30625,3967,681.5,39.75,1.62682486,1.30625,1763,1213,17.666666,3.08919358,1.30625,82.5,1.55,1.55,99.80916
09/08/2026 11:35:10,20.31,17.19,7.81,7.81,0,7.81,48.44,67.19,15.62,4.69,20.31,17.19,19.53,67.19,14.8669128,2482,750,1797,645,18,1.71666861,1.35,4042,274.5,40.5,0.723962963,1.35,4042,141,40.5,0.2884466,1.35,1797,2277,18,5.49344349,1.35,1235,328,12.375,0.7804472,1.3625,1976,834,19.8,2.263155,1.3625,83.25,1.55,1.55,99.80918
09/08/2026 11:35:12,20.31,15.62,15.62,12.5,18.75,12.5,28.12,25,17.19,17.19,34.38,45.31,21.88,45.31,14.080802,3253,708,1774,545,17.7777786,1.53049934,1.35625,1774,382,17.7777786,0.9128184,1.35625,3992,337.5,40,0.7702167,1.35625,3992,911.5,40,2.463491,1.35625,3992,639.5,40,1.50428331,1.35625,3992,1430,40,3.3759737,1.35625,83.75,1.55,1.55,99.80918
09/08/2026 11:35:14,20,12.31,18.46,15.38,35.38,38.46,41.54,36.92,12.31,16.92,33.85,30.77,26.03,41.54,14.7746916,3294,763,1797,320,18,0.800341845,1.36875,4042,576.5,40.5,1.37276208,1.36875,4042,1184.5,40.5,2.87851,1.36875,1797,1101,18,2.64412785,1.36875,4042,368,40.5,0.8751613,1.36875,4042,1030.5,40.5,2.463373,1.375,83.375,1.55,1.55,99.80918
09/08/2026 11:35:16,6.25,1.56,9.38,4.69,12.5,10.94,75,93.75,9.38,0,12.5,0,19.66,93.75,14.9893284,2860,800,1725,154.5,17.7777786,0.364345074,1.3125,1774,342,17.7777786,1.0314573,1.3125,1763,474.5,17.666666,1.2908957,1.3125,3967,3351.5,39.75,7.838985,1.34375,3967,218,39.75,0.490353137,1.34375,3967,262,39.75,0.725194,1.34375,84.375,1.55,1.55,99.8092041
09/08/2026 11:35:18,15.87,11.11,15.87,14.29,17.46,20.63,44.44,39.68,30.16,30.16,26.98,21.88,24.05,44.44,15.117074,3294,802,1797,343.5,18,0.8346781,1.30625,4042,478.5,40.5,1.14849734,1.30625,4042,564,40.5,1.35206282,1.30625,4042,1479,40.5,3.58454156,1.30625,1797,1023,18,2.41541123,1.375,4042,924,40.5,2.20300484,1.375,84.125,1.55,1.55,99.80922
09/08/2026 11:35:20,29.69,20.31,23.44,26.56,14.06,18.75,42.19,35.94,34.38,28.12,43.75,31.25,29.04,43.75,19.9090137,2850,1227,1730,1040,17.333334,2.46451163,1.2875,1730,833.5,17.333334,1.92254472,1.2875,3893,731.5,39,1.62933862,1.2875,3893,1849.5,39,4.493889,1.2875,3893,1402.5,39,3.41541028,1.2875,1959,1502.5,19.625,3.781277,1.28125,83.875,1.55,1.55,99.80916
09/08/2026 11:35:22,23.08,13.85,30.77,18.46,16.92,18.46,44.62,43.08,32.31,32.31,44.62,26.15,28.72,44.62,19.4388733,2905,1225,1797,759.5,18,1.67618918,1.35625,1797,1010,18,2.24701738,1.35625,4017,728,40.25,1.57929885,1.35625,4017,1901,40.25,4.620809,1.35625,4017,1397,40.25,3.36094952,1.35625,1785,1554,17.88889,3.97365928,1.35625,83.625,1.55,1.55,99.80913
09/08/2026 11:35:24,18.75,9.38,20.31,18.75,26.56,28.12,25,10.94,18.75,18.75,40.62,39.06,22.92,40.62,16.40128,2388,864,1235,452.5,12.375,1.14960313,1.35625,1235,766,12.375,1.80800092,1.35625,1976,1029.5,19.8,2.47063637,1.35625,4042,596.5,40.5,1.54681718,1.35625,4042,787.5,40.5,1.97591245,1.35625,1797,1551,18,3.96439981,1.36875,83.25,1.55,1.55,99.80919
09/08/2026 11:35:26,17.19,6.25,18.75,6.25,25,37.5,10.94,12.5,18.75,21.88,37.5,28.12,20.05,37.5,14.4231262,2920,744,1797,372,18,0.8498725,1.36875,1797,288.5,18,0.703918457,1.36875,4042,973,40.5,2.236863,1.36875,4042,584.5,40.5,1.39116371,1.36875,4042,1071,40.5,2.59417582,1.36875,1797,1178,18,2.82841659,1.36875,83,1.55,1.55,99.80921
09/08/2026 11:35:28,9.52,9.38,39.68,25.4,28.57,30.16,11.11,3.17,11.11,12.7,33.33,28.57,20.23,39.68,14.78112,4017,785,4017,419,40.25,0.960087061,1.33125,4017,1302.5,40.25,3.01123047,1.33125,4017,1217.5,40.25,2.79862165,1.33125,4017,157,40.25,0.411150217,1.33125,4017,488.5,40.25,1.15581357,1.33125,4017,1124,40.25,2.612937,1.33125,82.375,1.55,1.55,99.8092041
09/08/2026 11:35:30,21.88,6.25,18.75,9.38,20.31,21.88,35.94,37.5,29.69,23.44,14.06,9.38,20.7,37.5,14.1057949,2899,730,1774,235.5,17.7777786,0.555756152,1.33125,1785,374.5,17.88889,0.849844635,1.33125,4017,794.5,40.25,1.81670511,1.33125,1785,1505.5,17.88889,3.61376429,1.33125,4017,974,40.25,2.25796056,1.33125,4017,493,40.25,1.17298007,1.33125,82.125,1.55,1.55,99.80919
09/08/2026 11:35:32,15.62,10.94,21.88,4.69,12.5,10.94,56.25,28.12,23.44,23.44,48.44,32.81,24.09,56.25,17.3832912,3273,971,1785,373.5,17.88889,0.9594132,1.34375,1785,624.5,17.88889,1.688447,1.34375,4017,651.5,40.25,1.65788388,1.34375,4017,1680,40.25,4.44383764,1.34375,4017,932,40.25,2.26649761,1.34375,4017,1564.5,40.25,4.187073,1.34375,83.125,1.55,1.55,99.80921
09/08/2026 11:35:34,31.25,20.31,15.62,18.75,14.06,17.19,45.31,32.81,21.88,20.31,60.94,39.06,28.12,60.94,18.739994,3285,1058,1797,709.5,18,1.76487172,1.3625,4042,696.5,40.5,1.70194376,1.3625,1797,642,18,1.47604811,1.3625,4017,1623.5,40.25,4.23376274,1.3625,4017,825.5,40.25,2.063448,1.35625,4042,1849.5,40.5,4.717374,1.35625,83.25,1.55,1.55,99.80916
09/08/2026 11:35:36,23.44,20.31,28.12,15.62,29.69,34.38,32.81,12.5,35.94,28.12,39.06,29.69,27.47,39.06,18.6190128,3645,1065,4017,846.5,40.25,2.13033438,1.33125,4017,879,40.25,2.1665554,1.33125,4017,1391.5,40.25,3.41192222,1.33125,1785,975,17.88889,2.60242629,1.33125,4017,1097.5,40.25,2.72222948,1.33125,4017,1198,40.25,3.26201177,1.33125,83,1.55,1.55,99.80918
09/08/2026 11:35:38,12.5,10.94,18.75,7.81,42.19,34.38,34.38,26.56,23.44,15.62,17.19,7.81,20.96,42.19,15.4858351,2539,817,1785,622,17.88889,1.44818306,1.3375,4017,574,40.25,1.4490869,1.3375,1797,1448,18,3.3119278,1.35625,4042,1211.5,40.5,2.80178952,1.35625,1797,588.5,18,1.41628909,1.35625,1797,460.5,18,1.18358445,1.35625,82.875,1.55,1.55,99.8092041
09/08/2026 11:35:40,20.63,20.63,25.4,17.46,17.46,12.7,39.68,33.33,34.92,31.75,22.22,15.87,24.34,39.68,17.6111774,3294,983,1797,750.5,18,1.90796864,1.35,4042,759,40.5,1.83885014,1.35,4042,785.5,40.5,2.0070045,1.35,1797,1440.5,18,3.60535169,1.35,4042,1104.5,40.5,2.7657454,1.35,4042,1060.5,40.5,2.81937885,1.35,82.75,1.55,1.55,99.80919
09/08/2026 11:35:42,24.62,12.31,15.38,13.85,15.38,21.54,33.85,32.31,30.77,38.46,46.15,27.69,26.03,46.15,18.2664623,3232,1053,1763,862,17.666666,2.11271334,1.29375,3967,418,39.75,0.9849455,1.29375,3967,679.5,39.75,1.68677676,1.29375,1763,1401,17.666666,3.54749775,1.29375,3967,1496,39.75,3.78467822,1.29375,3967,1462.5,39.75,3.92616367,1.29375,83.25,1.55,1.55,99.80919
09/08/2026 11:35:44,12.31,12.31,15.38,16.92,12.31,4.62,41.54,40,30.77,40,29.23,24.62,23.33,41.54,16.0666962,4042,889,4042,488.5,40.5,1.16048217,1.35,4042,559,40.5,1.39624,1.35,4042,331,40.5,0.799563348,1.35,4042,1472,40.5,3.48624587,1.35,4042,1618.5,40.5,3.87816453,1.35,4042,866,40.5,2.38099241,1.35,84,1.55,1.55,99.80921
09/08/2026 11:35:46,20.31,10.94,20.31,23.44,18.75,17.19,42.19,34.38,14.06,7.81,37.5,25,22.66,42.19,17.4892483,3967,973,3967,680.5,39.75,1.70900214,1.3,3967,804,39.75,2.00156736,1.3,3967,704,39.75,1.84029,1.3,3967,1770,39.75,4.39854145,1.3,3967,488.5,39.75,1.26097751,1.3,3967,1389,39.75,3.73313522,1.3,83.625,1.55,1.55,99.80914
09/08/2026 11:35:48,42.86,50.79,33.33,42.19,33.33,26.98,28.57,26.98,17.46,26.98,50.79,53.97,36.19,53.97,20.4541645,4013,1386,4017,1511.5,40.25,3.3498764,1.34375,4017,1499,40.25,3.05219555,1.34375,3992,919.5,40,1.69928265,1.34375,4017,1374.5,40.25,2.69782257,1.325,4017,995,40.25,2.309134,1.325,4017,2017.5,40.25,5.02438259,1.33125,83.625,1.55,1.55,99.8092
09/08/2026 11:35:50,45.31,29.69,28.12,18.75,12.5,14.06,42.19,31.25,10.94,17.19,45.31,45.31,28.39,45.31,17.8520432,2920,1075,4042,1483.5,40.5,3.67343926,1.3625,1797,748.5,18,1.78900158,1.3625,1797,569.5,18,1.25702739,1.3625,1797,1188,18,2.83144951,1.36875,4042,769,40.5,1.91939545,1.36875,4042,1693,40.5,4.292825,1.36875,84,1.55,1.55,99.80919
09/08/2026 11:35:52,9.38,3.12,12.5,6.25,32.81,35.94,21.88,20.31,9.38,14.06,40.62,34.38,20.05,40.62,14.905344,2496,786,1752,199,17.5555553,0.474870771,1.325,3967,291.5,39.75,0.7476202,1.29375,1763,1359.5,17.666666,3.14063334,1.29375,1763,803,17.666666,1.83386135,1.29375,1763,548.5,17.666666,1.36148942,1.29375,3967,1511.5,39.75,3.42318773,1.29375,84,1.55,1.55,99.80921
09/08/2026 11:35:54,7.69,4.62,13.85,7.69,29.23,4.62,81.54,93.85,12.31,10.77,4.62,1.54,22.69,93.85,14.6432619,2700,790,1235,147.5,12.375,0.347889721,1.28125,1235,273,12.375,0.6925204,1.28125,1976,630.5,19.8,1.818568,1.28125,3918,3332.5,39.25,7.44080257,1.28125,3918,253.5,39.25,0.5266083,1.28125,3918,105,39.25,0.210240036,1.28125,84.375,1.55,1.55,99.8092346
09/08/2026 11:35:56,9.38,6.15,17.19,9.23,18.46,23.08,56.25,53.12,10.94,3.08,62.5,40,25.78,62.5,18.0380936,3918,1057,3918,358,39.25,0.9212477,1.28125,3918,622.5,39.25,1.53539252,1.28125,3918,902,39.25,2.32262444,1.28125,3918,2188.5,39.25,4.901663,1.28125,3918,521.5,39.25,1.488195,1.28125,3918,1751.5,39.25,4.72412539,1.28125,84.75,1.55,1.55,99.80914
09/08/2026 11:35:58,25,14.06,29.69,20.31,21.88,12.5,65.62,23.44,42.19,39.06,57.81,35.94,32.29,65.62,20.9280586,3439,1278,3743,822.5,37.5,2.07876945,1.1875,3743,1138,37.5,2.75821543,1.1875,3743,824.5,37.5,1.795755,1.1875,1871,1736,18.75,5.175452,1.1875,3768,1404,37.75,3.79905,1.21875,3768,1741.5,37.75,4.47089434,1.21875,84.75,1.55,1.55,99.80915
09/08/2026 11:36:00,53.12,37.5,51.56,34.38,46.88,18.75,67.19,21.88,50,37.5,59.38,25,41.93,67.19,24.2068329,3810,1676,3818,1676,38.25,3.684397,1.3125,3818,1740,38.25,3.67424726,1.3125,3818,1328,38.25,2.90429068,1.3125,3818,1733.5,38.25,4.55247545,1.3125,3793,1663.5,38,4.056978,1.24375,3793,1918,38,5.044257,1.24375,84.875,1.55,1.55,99.80916
09/08/2026 11:36:02,17.19,6.25,23.44,18.75,10.94,14.06,15.62,1.56,26.56,32.81,46.88,42.19,21.35,46.88,15.3660364,3535,829,3942,418.5,39.5,0.9966483,1.36875,3942,762,39.5,1.82004988,1.375,3942,574.5,39.5,1.329417,1.375,3942,389.5,39.5,0.962343454,1.375,3768,1014.5,37.75,2.380989,1.2125,1675,1814.5,16.7777786,4.193195,1.2125,84.25,1.55,1.55,99.80915
09/08/2026 11:36:04,20.63,12.7,19.05,12.7,22.22,22.22,46.03,29.69,28.57,25.4,57.14,47.62,28.66,57.14,18.3011627,3487,1133,1708,631.5,17.11111,1.41369045,1.24375,3843,638.5,38.5,1.37970209,1.24375,3843,874,38.5,1.97186041,1.24375,3843,1586,38.5,3.51158571,1.24375,3843,1120.5,38.5,2.58333087,1.2625,3843,1945,38.5,4.56787872,1.2625,84.375,1.55,1.55,99.80915
