source,stimulus,smiles,raw_labels,reason
arctander,909,CCOC(=O)/C=C\C(=O)OCC,,no_mapped_labels
arctander,913,CCOC(=O)c1ccccc1C(=O)OCC,,no_mapped_labels
arctander,918,c1coc(CSSCc2ccco2)c1,sulfuraceous;caramelic,no_mapped_labels
arctander,938,C=C(C)C1CC=C(C=NO)CC1,,no_mapped_labels
arctander,949,CC(=O)CCC1=C(C)CCCC1(C)C,,no_mapped_labels
arctander,950,C=C1CCCC(C)(C)C1CCC(C)=O,ambre,no_mapped_labels
arctander,951,CC(=O)CCC1C(C)=CCC(C)C1(C)C,,no_mapped_labels
arctander,952,CC(=O)CCC1=C(C)CCC(C)C1(C)C,,no_mapped_labels
arctander,953,C=C1CCC(C)C(C)(C)C1CCC(C)=O,,no_mapped_labels
arctander,972,CC(=O)C(O)O,,no_mapped_labels
arctander,974,CC=C(C)CCC=C(C)C,gassy,no_mapped_labels
arctander,993,CC(C)OC(=O)C(C)(C)Cc1ccccc1,,no_mapped_labels
arctander,1005,CC(C)c1cc2c(c(C(C)C)c1O)C(C)(C)CC2,musky,no_mapped_labels
arctander,1006,CSSC,,no_mapped_labels
arctander,1017,CCCCC(C)C(C)(O)O,camphoraceous,no_mapped_labels
arctander,1055,Cc1cnc(C)cn1,,no_mapped_labels
arctander,1056,Cc1cncc(C)n1,,no_mapped_labels
arctander,1066,Cc1c(C=O)c(C)c([N+](=O)[O-])c(C(C)(C)C)c1[N+](=O)[O-],musky,no_mapped_labels
arctander,1067,Cc1c(C#N)c(C)c([N+](=O)[O-])c(C(C)(C)C)c1[N+](=O)[O-],musky,no_mapped_labels
arctander,1068,CCc1c([N+](=O)[O-])cc(C(C)(C)C)c(OC)c1[N+](=O)[O-],ambre;musky,no_mapped_labels
arctander,1092,Cc1c(C(C)C)cc(C=O)cc1C(C)C,musky,no_mapped_labels
arctander,1094,CC(C)c1ccc(CC=O)c(C(C)C)c1,musky,no_mapped_labels
arctander,1104,O=C1OCCCCCCCCCCCCO1,musky,no_mapped_labels
arctander,1114,CCCCCCCCCCCCOC(=O)c1ccccc1,,no_mapped_labels
arctander,1116,CCCCCCCCCCCCOC(=O)C(C)C,,no_mapped_labels
arctander,1125,CCOc1ccc(NC(N)=O)cc1,,no_mapped_labels
arctander,1130,O=C1C(O)=C(O)OC1C(O)CO,,no_mapped_labels
arctander,1134,CCOc1ccccc1C(C)=O,jasmin,no_mapped_labels
arctander,1142,C=CC(=O)OCC,,no_mapped_labels
arctander,1155,CCOC(=O)[C@@H](N)CC(N)=O,,no_mapped_labels
arctander,1157,CCc1ccccc1,gassy;hyacinth,no_mapped_labels
arctander,1158,CCOC(=O)C(O)(c1ccccc1)c1ccccc1,,no_mapped_labels
arctander,1161,CCOC(=O)CC(=O)c1ccccc1,,no_mapped_labels
arctander,1212,CCOC(=O)C1OC1c1ccc(C(C)C)cc1C(C)C,ambre;musky,no_mapped_labels
arctander,1220,CCCCOCCOC(C)=O,,no_mapped_labels
arctander,1228,O=C1CCCCCCCCCC(=O)OCCO1,musky,no_mapped_labels
arctander,1267,CCC(CO)Cc1ccccc1,musky,no_mapped_labels
arctander,1322,CCCCCCCC/C=C\CCCCCCCC(=O)OCC,,no_mapped_labels
arctander,1324,CCOO,,no_mapped_labels
arctander,1326,CCCCCCCCCCCCCCC(=O)OCC,musky,no_mapped_labels
arctander,1352,CCCCCCCCCCCCCCCCCC(=O)OCC,,no_mapped_labels
arctander,1379,C=CC(=C)CC/C=C(\C)CCC=C(C)C,,no_mapped_labels
arctander,1384,C=C1CC2CCC1C2(C)C,camphoraceous,no_mapped_labels
arctander,1385,CC12CCC(C1)C(C)(C)C2=O,camphoraceous,no_mapped_labels
arctander,1386,CC(=O)OC1C2(C)CCC(C2)C1(C)C,,no_mapped_labels
arctander,1410,O=CO,,no_mapped_labels
arctander,1411,O=C(O)/C=C/C(=O)O,,no_mapped_labels
arctander,1417,SCc1ccco1,caramelic,no_mapped_labels
arctander,1418,O=C(O)c1ccco1,,no_mapped_labels
arctander,1464,O=C[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,,no_mapped_labels
arctander,1465,CC(=O)OC[C@@H](OC(C)=O)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@H](C=O)OC(C)=O,,no_mapped_labels
arctander,1466,NC(CCC(=O)O)C(=O)O,,no_mapped_labels
arctander,1467,OCC(O)CO,,no_mapped_labels
arctander,1470,CCCCCCCCCCCCCCCCCC(=O)OCC(O)CO,,no_mapped_labels
arctander,1476,COc1ccccc1OC(=O)c1ccccc1,,no_mapped_labels
arctander,1481,CCCC(=O)OC(C)(C)[C@@H]1CC[C@H](C)C2=C(C1)[C@@H](C)CC2,,no_mapped_labels
arctander,1489,OCc1ccc2c(c1)OCO2,vanillin,no_mapped_labels
arctander,1572,C1CCCCCCCCNCCCCCCC1,musky,no_mapped_labels
arctander,1581,CC1COCc2cc3c(cc21)C(C)(C)C(C)C3(C)C,musky,no_mapped_labels
arctander,1586,CC1COCc2cc3c(cc21)C(C)(C)CC3(C)C,musky,no_mapped_labels
arctander,1587,CC1COCc2cc3c(cc21)C(C)(C)CCC3(C)C,musky,no_mapped_labels
arctander,1601,CCC=CCCOC(CC=CCC)OCCC=CCC,,no_mapped_labels
arctander,1673,CCCCCCS,sulfuraceous,no_mapped_labels
arctander,1714,S,,no_mapped_labels
arctander,1771,NC(C(=O)O)c1cc(=O)[nH]o1,,no_mapped_labels
arctander,1779,C=C1CCCC(C)(C)C1/C=C/C(C)=O,,no_mapped_labels
arctander,1785,CC(=O)/C=C/C1=C(C)CCC(C)C1(C)C,,no_mapped_labels
arctander,1792,CC(O)C(=O)O,,no_mapped_labels
arctander,1793,OCC1OC(OC2C(CO)OC(O)C(O)C2O)C(O)C(O)C1O,,no_mapped_labels
arctander,1798,CC(=O)CCC(=O)O,caramelic,no_mapped_labels
arctander,1810,C=CC(C)(CCC=C(C)C)OC(=O)C(C)C,,no_mapped_labels
arctander,1828,O=C(O)/C=C\C(=O)O,caramelic,no_mapped_labels
arctander,1829,O=C(O)CC(O)C(=O)O,caramelic,no_mapped_labels
arctander,1830,O=C(O)CC(=O)O,,no_mapped_labels
arctander,1832,CC(=O)c1occc1O,caramelic,no_mapped_labels
arctander,1833,N#CC(O)c1ccccc1,,no_mapped_labels
arctander,1834,OCC(O)C(O)C(O)C(O)CO,,no_mapped_labels
arctander,1836,CC1CCC(C(C)C)CC1,gassy,no_mapped_labels
arctander,1840,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,,no_mapped_labels
arctander,1848,CC1CCC(C(C)C)C(OC(=O)c2ccccc2)C1,,no_mapped_labels
arctander,1853,CC1CCC(C(C)C)C(OC(=O)c2ccccc2O)C1,,no_mapped_labels
arctander,1899,CCC(C)(N)C(=O)O,,no_mapped_labels
arctander,1904,C=CCCCC(C)O,,no_mapped_labels
arctander,1941,CCC(C)C(=O)O,,no_mapped_labels
arctander,1946,COC(=O)[C@@H]1CC[C@](C)(C(=O)OC)C1(C)C,,no_mapped_labels
arctander,2018,CC=Cc1ccc(OC)c(OCC)c1,vanillin,no_mapped_labels
arctander,2089,C=C1CCCC(C)(C)C1C=CC(=O)CC,,no_mapped_labels
arctander,2091,CC(=O)C=CC1C(C)=C(C)CCC1(C)C,,no_mapped_labels
arctander,2092,CC(=O)C=CC1C(C)=CC(C)CC1(C)C,,no_mapped_labels
arctander,2099,CS,,no_mapped_labels
arctander,2100,CC(S)CCCN,,no_mapped_labels
arctander,2122,CC(C=O)c1ccc2ccccc2c1,,no_mapped_labels
arctander,2154,COC(=O)C(=O)[O-],,no_mapped_labels
arctander,2168,CCOc1ccc(N(C)C(N)=O)cc1,,no_mapped_labels
arctander,2177,CC(C(=O)Oc1ccccc1N)c1ccccc1,,no_mapped_labels
arctander,2178,CC(C(=O)Oc1ccccc1)c1ccccc1,,no_mapped_labels
arctander,2185,CC(C(=O)OCc1ccccc1)c1ccccc1,,no_mapped_labels
arctander,2217,CC(=O)C(C)CC1CCC(C(C)C)CC1,sandalwood,no_mapped_labels
arctander,2240,CC1=CC(C)=C(C=O)C(C)(C)C1,,no_mapped_labels
arctander,2244,CCCC=S,,no_mapped_labels
arctander,2245,CSCCCO,sulfuraceous,no_mapped_labels
arctander,2255,Cc1cc(=O)oc2cc(O)ccc12,,no_mapped_labels
arctander,2276,CC1CCCCCCCCCCCCC(=O)C1,musky,no_mapped_labels
arctander,2277,CC1CCCCCCCCc2cccc(n2)C1,,no_mapped_labels
arctander,2296,c1ccc2ccccc2c1,tarry,no_mapped_labels
arctander,2305,O=C1C=CC(=O)c2ccccc21,,no_mapped_labels
arctander,2306,Nc1ccccc1C(=O)Oc1ccc2ccccc2c1,orange-blossom,no_mapped_labels
arctander,2309,C[C@@H]1O[C@@H](O[C@H]2[C@H](Oc3cc(O)c4c(c3)O[C@H](c3ccc(O)cc3)CC4=O)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,,no_mapped_labels
arctander,2310,C[C@@H]1O[C@@H](O[C@H]2[C@H](Oc3cc(O)c(C(=O)CCc4ccc(O)cc4)c(O)c3)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,,no_mapped_labels
arctander,2311,COc1ccc(CCC(=O)c2c(O)cc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O[C@@H]3O[C@@H](C)[C@H](O)[C@@H](O)[C@H]3O)cc2O)cc1O,,no_mapped_labels
arctander,2313,CC1CCC(C(C)C)C(O)C1,,no_mapped_labels
arctander,2338,Cc1ccccc1[N+](=O)[O-],,no_mapped_labels
arctander,2353,CCCCCCCCC([O-])=NCc1ccc(O)c(OC)c1,,no_mapped_labels
arctander,2355,CCCCCCCCCN1CCCCC1,,no_mapped_labels
arctander,2418,CCCCCCCCC(C=O)=Cc1ccccc1,,no_mapped_labels
arctander,2436,CCCCCCCCOC(=O)c1ccccc1O,,no_mapped_labels
arctander,2444,O=C1CCCCCCCCCOCCCCCO1,ambre;musky,no_mapped_labels
arctander,2445,O=C1CCCCCCCCCCOCCCCO1,ambre;musky,no_mapped_labels
arctander,2447,CCCCCCCCCCCCCCCC(=O)O,,no_mapped_labels
arctander,2452,C=CCCC(=O)O,acid,no_mapped_labels
arctander,2453,C=CCCC#N,,no_mapped_labels
arctander,2510,O=C=Nc1ccccc1,,no_mapped_labels
arctander,2511,CCOC(C)Oc1ccccc1,,no_mapped_labels
arctander,2514,Nc1ccccc1C(=O)OCCc1ccccc1,,no_mapped_labels
arctander,2612,O=P(O)(O)O,,no_mapped_labels
arctander,2625,CC1=CCC(C(C)(C)O)CC1O,camphoraceous,no_mapped_labels
arctander,2627,O=C(/C=C/C=C/c1ccc2c(c1)OCO2)N1CCCCC1,,no_mapped_labels
arctander,2652,CCC=O,,no_mapped_labels
arctander,2659,CC(C)OC(=O)CCCCC(=O)[O-],,no_mapped_labels
arctander,2660,CCCO,,no_mapped_labels
arctander,2665,CCCc1ccccc1,,no_mapped_labels
arctander,2694,CCCSSCCC,,no_mapped_labels
arctander,2695,CC(O)CO,,no_mapped_labels
arctander,2696,CC(O)CO,,no_mapped_labels
arctander,2718,CCCOC(=O)c1ccc(O)cc1,,no_mapped_labels
arctander,2721,CC(C)c1cc2ccccc2[nH]1,,no_mapped_labels
arctander,2723,CCCS,sulfuraceous,no_mapped_labels
arctander,2780,CC(=O)O,,no_mapped_labels
arctander,2784,C1CCNC1,,no_mapped_labels
arctander,2786,CC(=O)C=O,,no_mapped_labels
arctander,2787,C=C[C@H]1CN2CC[C@@H]1C[C@H]2[C@H](O)c1ccnc2ccc(OC)cc12,,no_mapped_labels
arctander,2793,Oc1cccc(O)c1,,no_mapped_labels
arctander,2797,C=C(C)CCC[C@H](C)CCO,,no_mapped_labels
arctander,2812,O=C1NS(=O)(=O)c2ccccc21,,no_mapped_labels
arctander,2835,CC1(C)C2CC[C@]3(C)[C@H](CCC45OCC6(CC[C@@](C)(C=O)C[C@@H]64)[C@H](O)C[C@]53C)[C@@]2(C)CC[C@@H]1O[C@@H]1OC[C@H](O[C@@H]2OC[C@@H](O)[C@H](O)[C@H]2O)[C@H](O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H]1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,,no_mapped_labels
arctander,2836,C=C[C@](C)(O)CC[C@@H]1[C@@]2(C)CCCC(C)(C)C2CC[C@@]1(C)O,,no_mapped_labels
arctander,2839,CCCCC(O)C1=CCCCC1C(=O)O,acid,no_mapped_labels
arctander,2844,N[C@@H](CO)C(=O)O,,no_mapped_labels
arctander,2858,C/C=C/C=C/C(=O)O,,no_mapped_labels
arctander,2859,CCCCCCCCCCCCCCCCCC(=O)OCC(O)[C@H]1OC[C@@H](O)[C@@H]1O,,no_mapped_labels
arctander,2860,OCC(O)C(O)C(O)C(O)CO,,no_mapped_labels
arctander,2863,CCCCCCCCCCCCCCCCCC(=O)O,,no_mapped_labels
arctander,2867,O=C(O)CCC(=O)O,,no_mapped_labels
arctander,2868,CC(=O)OC[C@H]1O[C@@](COC(C)=O)(O[C@H]2O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@H]2OC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O,,no_mapped_labels
arctander,2869,O=S=O,,no_mapped_labels
arctander,2872,O=C(O)C(O)C(O)C(=O)O,,no_mapped_labels
arctander,2898,C1CCOC1,gassy,no_mapped_labels
arctander,2907,CC(=O)CCC1C(C)CCCC1(C)C,,no_mapped_labels
arctander,2934,Sc1cccs1,sulfuraceous;caramelic,no_mapped_labels
arctander,2937,Sc1ccccc1,,no_mapped_labels
arctander,2938,CCC=S=O,,no_mapped_labels
arctander,2939,C[C@@H](O)[C@H](N)C(=O)O,,no_mapped_labels
arctander,2952,Cc1ccccc1,,no_mapped_labels
arctander,2961,Cc1ccccc1C=O,,no_mapped_labels
arctander,2963,Cc1cccc(C2OCC(CO)O2)c1,,no_mapped_labels
arctander,2969,CCCCCCCCCCCC(=O)Oc1ccc(C)cc1,,no_mapped_labels
arctander,2979,N[C@H](C(=O)O)[C@@H]1CC(=O)NO1,,no_mapped_labels
arctander,2980,Cc1ccc(OP(=O)(Oc2ccc(C)cc2)Oc2ccc(C)cc2)cc1,,no_mapped_labels
arctander,2983,O=C1OCCCCCCCCCCCCCO1,musky,no_mapped_labels
arctander,2998,CC1(C)CCCCC1(C)O,camphoraceous,no_mapped_labels
arctander,3017,Cc1c([N+](=O)[O-])cc([N+](=O)[O-])c(C(C)(C)C)c1[N+](=O)[O-],musky,no_mapped_labels
arctander,3018,C=CCC1CC(O)C2CCCCC2C1,,no_mapped_labels
arctander,3024,CCCCCCC[C@H]1CCC(=O)O1,,no_mapped_labels
arctander,3027,O=C1OCCCCCCCCCCCOC1=O,musky,no_mapped_labels
arctander,3034,CC=CCCCCCCCC=O,,no_mapped_labels
arctander,3040,CCCCCCCC/C=C/CO,,no_mapped_labels
arctander,3053,CC(C)CC=O,,no_mapped_labels
arctander,3065,CC(C)[C@H](N)C(=O)O,,no_mapped_labels
arctander,3066,COc1cc(C(=O)O)ccc1O,,no_mapped_labels
arctander,3076,COc1cc(COC(=O)c2ccc(O)c(OC)c2)ccc1O,vanillin,no_mapped_labels
arctander,3096,Cc1ccccc1C,gassy,no_mapped_labels
arctander,3098,Cc1cccc(O)c1C,,no_mapped_labels
flavornet,179,CC(=O)C(C)O,cream;butter,no_mapped_labels
flavornet,243,O=C(O)c1ccccc1,urine,no_mapped_labels
flavornet,264,CCCC(=O)O,cheese;sweat;rancid,no_mapped_labels
flavornet,332,C=Cc1ccc(O)c(OC)c1,clove;curry,no_mapped_labels
flavornet,335,Cc1ccccc1O,phenol,no_mapped_labels
flavornet,342,Cc1cccc(O)c1,plastic;fecal,no_mapped_labels
flavornet,356,CCCCCCCC,alkane,no_mapped_labels
flavornet,379,CCCCCCCC(=O)O,cheese;sweat,no_mapped_labels
flavornet,650,CC(=O)C(C)=O,butter,no_mapped_labels
flavornet,931,c1ccc2ccccc2c1,tar,no_mapped_labels
flavornet,984,CCCCCCCCCCCCCCCC=O,cardboard,no_mapped_labels
flavornet,996,Oc1ccccc1,phenol,no_mapped_labels
flavornet,1049,c1ccncc1,rancid,no_mapped_labels
flavornet,1136,Cc1ncsc1CCO,sulfur,no_mapped_labels
flavornet,1140,Cc1ccccc1,paint,no_mapped_labels
flavornet,1146,CN(C)C,fish,no_mapped_labels
flavornet,2537,CC12CCC(CC1=O)C2(C)C,camphor,no_mapped_labels
flavornet,2879,Cc1ccc(O)cc1,phenol;smoke;medicine,no_mapped_labels
flavornet,2969,CCCCCCCCCC(=O)O,fat;rancid,no_mapped_labels
flavornet,3893,CCCCCCCCCCCC(=O)O,metal,no_mapped_labels
flavornet,4133,COC(=O)c1ccccc1O,peppermint,no_mapped_labels
flavornet,6184,CCCCCC=O,tallow;fat;grass,no_mapped_labels
flavornet,6568,CCC(C)O,wine,no_mapped_labels
flavornet,6569,CCC(C)=O,ether,no_mapped_labels
flavornet,6590,CC(C)C(=O)O,cheese;butter;rancid,no_mapped_labels
flavornet,6616,C=C1C2CCC(C2)C1(C)C,camphor,no_mapped_labels
flavornet,6736,Cc1c[nH]c2ccccc12,fecal;mothball,no_mapped_labels
flavornet,6920,CC(=O)c1cccs1,sulfur,no_mapped_labels
flavornet,7041,COc1cccc(OC)c1O,phenol;smoke;medicine,no_mapped_labels
flavornet,7237,Cc1ccccc1C,geranium,no_mapped_labels
flavornet,7247,Cc1ccc(C)c(C)c1,plastic,no_mapped_labels
flavornet,7288,CCC(=O)CC,ether,no_mapped_labels
flavornet,7364,O=Cc1cccs1,sulfur,no_mapped_labels
flavornet,7505,N#Cc1ccccc1,rancid,no_mapped_labels
flavornet,7523,CCc1ccccn1,grass,no_mapped_labels
flavornet,7794,CC(C)=CCCC(C)CC=O,fat,no_mapped_labels
flavornet,7800,CCCCCCCCCCCC(=O)OCC,leaf,no_mapped_labels
flavornet,7929,Cc1cccc(C)c1,plastic,no_mapped_labels
flavornet,7975,Cc1ccccn1,sweat,no_mapped_labels
flavornet,7991,CCCCC(=O)O,sweat,no_mapped_labels
flavornet,8003,CCCCC,alkane,no_mapped_labels
flavornet,8050,CCCCCCCCCC(=O)OC,wine,no_mapped_labels
flavornet,8051,CCCCCC(C)=O,soap,no_mapped_labels
flavornet,8058,CCCCCC,alkane,no_mapped_labels
flavornet,8106,CCCCCCS,sulfur,no_mapped_labels
flavornet,8141,CCCCCCCCC,alkane,no_mapped_labels
flavornet,8174,CCCCCCCCCCO,fat,no_mapped_labels
flavornet,8175,CCCCCCCCCC=O,orange peel;soap;tallow,no_mapped_labels
flavornet,8180,CCCCCCCCCCC(=O)O,oil,no_mapped_labels
flavornet,8182,CCCCCCCCCCCC,alkane,no_mapped_labels
flavornet,8184,CCCCCCCCCCCO,mandarin,no_mapped_labels
flavornet,8193,CCCCCCCCCCCCO,fat;wax,no_mapped_labels
flavornet,8201,CCCCCCCCCCCCCCCCCC(=O)OC,fat,no_mapped_labels
flavornet,8207,CCCCCCCCCCCCCO,must,no_mapped_labels
flavornet,8221,CCCCCCCCCCCCCCCCCCO,oil,no_mapped_labels
flavornet,8222,CCCCCCCCCCCCCCCCCCCC,alkane,no_mapped_labels
flavornet,8314,CCC(C)C(=O)O,cheese;sweat,no_mapped_labels
flavornet,8369,Cc1occc(=O)c1O,caramel,no_mapped_labels
flavornet,8500,CC(=O)c1ccc(C)cc1,bitter almond,no_mapped_labels
flavornet,8748,C=C(C)C1CCC(C)(O)CC1,must,no_mapped_labels
flavornet,8815,C=CCc1ccc(OC)cc1,licorice;anise,no_mapped_labels
flavornet,8892,CCCCCC(=O)O,sweat,no_mapped_labels
flavornet,8900,CCCCCCC,alkane,no_mapped_labels
flavornet,8907,CCCCCCCCCCCCCCCC(=O)OC(C)C,fat,no_mapped_labels
flavornet,10408,CC(=O)CCCC(C)CCCC(C)CCCC(C)C,fat,no_mapped_labels
flavornet,10430,CC(C)CC(=O)O,sweat;acid;rancid,no_mapped_labels
flavornet,10869,COCc1ccccc1,metal,no_mapped_labels
flavornet,10934,Cc1csc(C)n1,rubber;mold,no_mapped_labels
flavornet,11006,CCCCCCCCCCCCCCCC,alkane,no_mapped_labels
flavornet,11126,Cc1cccs1,sulfur,no_mapped_labels
flavornet,11129,C=C1CCC2C(C1)C2(C)C,orange peel,no_mapped_labels
flavornet,11168,CSC#N,sulfur,no_mapped_labels
flavornet,11230,CC1=CCC(O)(C(C)C)CC1,nutmeg;must;turpentine,no_mapped_labels
flavornet,11251,CC(=O)C(C)C,camphor,no_mapped_labels
flavornet,11387,Cc1ccc2cc(C)ccc2c1,grass,no_mapped_labels
flavornet,11468,CC(C)C1=CCC(C)(O)CC1,must,no_mapped_labels
flavornet,11552,CC(C)CC=O,malt,no_mapped_labels
flavornet,11583,CCCCC(C)=O,ether,no_mapped_labels
flavornet,11635,CCCCCCCCCCCCCCCCCC,alkane,no_mapped_labels
flavornet,11747,CCC(=O)C(C)=O,butter;cream,no_mapped_labels
flavornet,12101,CCc1cccc(O)c1,must,no_mapped_labels
flavornet,12366,CCCCCCCCCCCCCCCC(=O)OCC,wax,no_mapped_labels
flavornet,12388,CCCCCCCCCCCCC,alkane,no_mapped_labels
flavornet,12389,CCCCCCCCCCCCCC,alkane,no_mapped_labels
flavornet,12391,CCCCCCCCCCCCCCC,alkane,no_mapped_labels
flavornet,12398,CCCCCCCCCCCCCCCCC,alkane,no_mapped_labels
flavornet,12401,CCCCCCCCCCCCCCCCCCC,alkane,no_mapped_labels
flavornet,12403,CCCCCCCCCCCCCCCCCCCCC,alkane,no_mapped_labels
flavornet,12405,CCCCCCCCCCCCCCCCCCCCCC,alkane,no_mapped_labels
flavornet,12533,CCCCCCCCCCCCCCCCCC=O,oil,no_mapped_labels
flavornet,12534,CCCCCCCCCCCCCCCCCCCCCCC,alkane,no_mapped_labels
flavornet,12748,Cc1cscn1,roasted meat,no_mapped_labels
flavornet,13594,O=C1C=CCCC1,pesticide,no_mapped_labels
flavornet,14257,CCCCCCCCCCC,alkane,no_mapped_labels
flavornet,15395,C=CC(=O)CCC,metal;cooked vegetable,no_mapped_labels
flavornet,15406,CC12CCC(C1)C(C)(C)C2O,camphor,no_mapped_labels
flavornet,15600,CCCCCCCCCC,alkane,no_mapped_labels
flavornet,16666,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,peppermint,no_mapped_labels
flavornet,16724,C=C(C)[C@H]1CC=C(C)C(=O)C1,caraway,no_mapped_labels
flavornet,16800,CCCCCc1ccccn1,fat,no_mapped_labels
flavornet,17525,CCCCCCOC(=O)CCC,apple peel,no_mapped_labels
flavornet,17739,CCCc1ccc(O)c(OC)c1,phenol,no_mapped_labels
flavornet,18635,CSCCC=O,cooked potato,no_mapped_labels
flavornet,19244,CC(C)[C@H]1CC[C@@H](C)C[C@H]1O,menthol,no_mapped_labels
flavornet,19309,CC1=C(O)C(=O)C(C)O1,caramel,no_mapped_labels
flavornet,19602,CCCCCc1ccco1,butter;green bean,no_mapped_labels
flavornet,21108,C=CCCCCCC(C)=O,baked,no_mapped_labels
flavornet,21648,CC(=O)CCc1ccc(O)cc1,raspberry,no_mapped_labels
flavornet,21828,CC1SCCS1,sulfur,no_mapped_labels
flavornet,26332,CCc1cncc(C)n1,sweat,no_mapped_labels
flavornet,27457,CCc1nccnc1C,roast,no_mapped_labels
flavornet,28906,CCc1cnc(C)c(CC)n1,baked,no_mapped_labels
flavornet,29746,C[C@H]1CCC[C@@]2(C)CCCC[C@]12O,earth;beet,no_mapped_labels
flavornet,30914,CC(=O)c1cnccn1,roast,no_mapped_labels
flavornet,31268,C1CCNC1,alkaline,no_mapped_labels
flavornet,31283,CCCCCCCCCCCCCC(=O)OCC,ether,no_mapped_labels
flavornet,32065,CC1CCc2nccnc21,roast;nut,no_mapped_labels
flavornet,33166,COc1nccnc1C(C)C,pea;earth,no_mapped_labels
flavornet,33931,CCC1OC(C)=C(O)C1=O,caramel,no_mapped_labels
flavornet,34286,Cc1occc1S,meat,no_mapped_labels
flavornet,35408,CCCCCCCCCC(=O)OCCCC,whiskey,no_mapped_labels
flavornet,41569,Cc1cc(S)c(C)o1,meat,no_mapped_labels
flavornet,47649,CSSc1ccoc1C,cooked meat;thiamin,no_mapped_labels
flavornet,61015,CCCCCCCCCCCC(=O)OCCCC,oil,no_mapped_labels
flavornet,61334,CC(=O)OC1=C(C)OC(C)C1=O,caramel,no_mapped_labels
flavornet,61653,Cc1nc(C)c(C)s1,earth,no_mapped_labels
flavornet,61660,CC(=O)SCc1ccco1,roast,no_mapped_labels
flavornet,61663,Cc1ccc(C=O)s1,sulfur,no_mapped_labels
flavornet,61700,Cc1cnc(C(C)C)cn1,sweat,no_mapped_labels
flavornet,62131,CSSCc1ccco1,smoke,no_mapped_labels
flavornet,62453,C=Cc1ccc(O)cc1,almond shell,no_mapped_labels
flavornet,62510,Cc1ncsc1C,smoke;roast,no_mapped_labels
flavornet,62572,CCOC(=O)CC(C)O,marshmallow,no_mapped_labels
flavornet,64685,CC1(C)C2CCC1(C)C(O)C2,camphor,no_mapped_labels
flavornet,68148,C=CCc1ccc(O)cc1,phenol;medicine,no_mapped_labels
flavornet,75664,Cc1sccc1S,medicine,no_mapped_labels
flavornet,78126,SCCc1ccccc1,rubber,no_mapped_labels
flavornet,78215,COc1cccc(C)c1OC,hummus,no_mapped_labels
flavornet,80408,SCc1cccs1,sulfur,no_mapped_labels
flavornet,82202,Sc1ccsc1,cooked meat,no_mapped_labels
flavornet,85522,COC(=O)CSC,cooked potato;roasted nut,no_mapped_labels
flavornet,88290,CC(=O)CC(C)(C)S,box tree,no_mapped_labels
flavornet,89539,CC1=C(O)C(=O)CC1C,caramel,no_mapped_labels
flavornet,95330,COC1CC2CCC1(C)C2(C)C,earth;must,no_mapped_labels
flavornet,98346,CCC(C)CCCO,sweat,no_mapped_labels
flavornet,101680,CC1(C)C2CCC(C2)C1(C)O,camphor,no_mapped_labels
flavornet,106217,CSSC(C)(C)C=O,smoke;fat,no_mapped_labels
flavornet,108765,CC(=O)Sc1ccoc1C,roasted meat,no_mapped_labels
flavornet,111037,CC(=O)OC(C)(C)C1CC=C(C)CC1,wax,no_mapped_labels
flavornet,121677,Cc1ccc2c(c1)C=CCC2(C)C,licorice,no_mapped_labels
flavornet,126537,CC1=C[C@@H]2OC[C@@H](C)[C@@H]2CC1,dill,no_mapped_labels
flavornet,146586,CC(C)=CCS,amine;smoke,no_mapped_labels
flavornet,162293,CCc1sc(C)nc1C,earth,no_mapped_labels
flavornet,176983,C=C(C)C1=CC=C(C)CC1,turpentine,no_mapped_labels
flavornet,237332,O=Cc1ccc(CO)o1,cardboard,no_mapped_labels
flavornet,305551,CCOC(=O)C1CCC(=O)O1,smoke;roast,no_mapped_labels
flavornet,330573,C=C(C)[C@@H]1CC=C(C)[C@H](O)C1,caraway,no_mapped_labels
flavornet,357772,CCOC(=O)CCCO,caramel,no_mapped_labels
flavornet,439368,CC1(C)COC(=O)[C@@H]1O,cotton candy,no_mapped_labels
flavornet,439711,CC1(C)[C@@H]2CC[C@@](C)(C2)[C@@H]1O,camphor,no_mapped_labels
flavornet,443160,CC1=CC[C@@H](C(C)C)C=C1,dill,no_mapped_labels
flavornet,445070,CC(C)=CCC/C(C)=C/CC/C(C)=C/CO,muguet,no_mapped_labels
flavornet,445639,CCCCCCCC/C=C\CCCCCCCC(=O)O,fat,no_mapped_labels
